region,category,parameter,mode,powertrain,year,unit,value
India,Projection-STEPS,EV sales share,Trucks,EV,2025,percent,0.20000000298023224
India,Projection-STEPS,EV stock share,Trucks,EV,2025,percent,0.009200000204145908
India,Projection-STEPS,EV sales share,Vans,EV,2025,percent,3
India,Projection-STEPS,EV stock share,Vans,EV,2025,percent,0.4000000059604645
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2025,charging points,13000
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2025,charging points,120000
India,Projection-APS,EV charging points,EV,Publicly available fast,2025,charging points,27000
India,Projection-APS,EV charging points,EV,Publicly available slow,2025,charging points,260000
India,Projection-APS,EV charging points,EV,Publicly available fast,2030,charging points,150000
India,Projection-APS,EV charging points,EV,Publicly available slow,2030,charging points,950000
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2030,charging points,80000
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,500000
India,Projection-STEPS,EV stock share,Vans,EV,2030,percent,3
India,Projection-STEPS,EV sales share,Vans,EV,2030,percent,10
India,Projection-STEPS,EV stock share,Trucks,EV,2030,percent,0.41999998688697815
India,Projection-STEPS,EV sales share,Trucks,EV,2030,percent,2
India,Projection-STEPS,EV stock share,Buses,EV,2030,percent,8
India,Projection-STEPS,EV sales share,Buses,EV,2030,percent,17
India,Projection-STEPS,EV sales share,Cars,EV,2030,percent,13
India,Projection-STEPS,EV stock share,Cars,EV,2030,percent,5
India,Projection-APS,EV sales share,Cars,EV,2030,percent,31
India,Projection-APS,EV stock share,Cars,EV,2030,percent,13
India,Projection-APS,EV sales share,Buses,EV,2030,percent,26
India,Projection-APS,EV sales share,Vans,EV,2030,percent,31
India,Projection-APS,EV stock share,Trucks,EV,2030,percent,0.4399999976158142
India,Projection-APS,EV sales share,Trucks,EV,2030,percent,2
India,Projection-APS,EV stock share,Buses,EV,2030,percent,10
India,Projection-APS,EV stock share,Vans,EV,2030,percent,6
India,Projection-STEPS,EV sales,Buses,BEV,2030,sales,28000
India,Projection-STEPS,EV sales,Buses,PHEV,2030,sales,54
India,Projection-STEPS,EV sales,Trucks,BEV,2030,sales,3500
India,Projection-STEPS,EV sales,Trucks,PHEV,2030,sales,4400
India,Projection-STEPS,EV sales,Vans,BEV,2030,sales,71000
India,Projection-STEPS,EV sales,Vans,PHEV,2030,sales,5900
India,Projection-STEPS,EV sales,Cars,BEV,2030,sales,1800000
India,Projection-STEPS,EV sales,Cars,PHEV,2030,sales,30000
India,Projection-STEPS,EV stock,Buses,BEV,2030,stock,150000
India,Projection-STEPS,EV stock,Buses,PHEV,2030,stock,240
India,Projection-STEPS,EV stock,Trucks,BEV,2030,stock,10000
India,Projection-STEPS,EV stock,Trucks,PHEV,2030,stock,17000
India,Projection-STEPS,EV stock,Vans,BEV,2030,stock,260000
India,Projection-STEPS,EV stock,Vans,PHEV,2030,stock,19000
India,Projection-STEPS,EV stock,Cars,BEV,2030,stock,5300000
India,Projection-STEPS,EV stock,Cars,PHEV,2030,stock,130000
India,Projection-STEPS,Electricity demand,Buses,BEV,2030,GWh,9700
India,Projection-STEPS,Electricity demand,Buses,PHEV,2030,GWh,14
India,Projection-STEPS,Electricity demand,Trucks,BEV,2030,GWh,1000
India,Projection-STEPS,Electricity demand,Trucks,PHEV,2030,GWh,620
India,Projection-STEPS,Electricity demand,Vans,BEV,2030,GWh,1000
India,Projection-STEPS,Electricity demand,Vans,PHEV,2030,GWh,58
India,Projection-STEPS,Electricity demand,Cars,BEV,2030,GWh,12000
India,Projection-STEPS,Electricity demand,Cars,PHEV,2030,GWh,250
India,Projection-APS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.01899999938905239
India,Projection-APS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.0017999999690800905
India,Projection-APS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.00839999970048666
India,Projection-APS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,0.1899999976158142
India,Projection-APS,Oil displacement Mlge,Buses,EV,2030,Milion litres gasoline equivalent,1100
India,Projection-APS,Oil displacement Mlge,Trucks,EV,2030,Milion litres gasoline equivalent,100
India,Projection-APS,Oil displacement Mlge,Vans,EV,2030,Milion litres gasoline equivalent,480
India,Projection-APS,Oil displacement Mlge,Cars,EV,2030,Milion litres gasoline equivalent,11000
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.009100000374019146
India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.0019000000320374966
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.00419999985024333
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,0.09399999678134918
India,Projection-STEPS,Oil displacement Mlge,Buses,EV,2030,Milion litres gasoline equivalent,530
India,Projection-STEPS,Oil displacement Mlge,Trucks,EV,2030,Milion litres gasoline equivalent,110
India,Projection-STEPS,Oil displacement Mlge,Vans,EV,2030,Milion litres gasoline equivalent,240
India,Projection-STEPS,Oil displacement Mlge,Cars,EV,2030,Milion litres gasoline equivalent,5400
India,Projection-APS,EV sales,Buses,BEV,2030,sales,43000
India,Projection-APS,EV sales,Buses,PHEV,2030,sales,4.400000095367432
India,Projection-APS,EV sales,Trucks,BEV,2030,sales,5800
India,Projection-APS,EV sales,Trucks,PHEV,2030,sales,3800
India,Projection-APS,EV sales,Vans,BEV,2030,sales,210000
India,Projection-APS,EV sales,Vans,PHEV,2030,sales,19000
India,Projection-APS,EV sales,Cars,BEV,2030,sales,4400000
India,Projection-APS,EV sales,Cars,PHEV,2030,sales,110000
India,Projection-APS,EV stock,Buses,BEV,2030,stock,180000
India,Projection-APS,EV stock,Buses,PHEV,2030,stock,10
India,Projection-APS,EV stock,Trucks,BEV,2030,stock,15000
India,Projection-APS,EV stock,Trucks,PHEV,2030,stock,13000
India,Projection-APS,EV stock,Vans,BEV,2030,stock,630000
India,Projection-APS,EV stock,Vans,PHEV,2030,stock,59000
India,Projection-APS,EV stock,Cars,BEV,2030,stock,13000000
India,Projection-APS,EV stock,Cars,PHEV,2030,stock,420000
India,Projection-APS,Electricity demand,Buses,BEV,2030,GWh,12000
India,Projection-APS,Electricity demand,Buses,PHEV,2030,GWh,0.699999988079071
India,Projection-APS,Electricity demand,Trucks,BEV,2030,GWh,1300
India,Projection-APS,Electricity demand,Trucks,PHEV,2030,GWh,430
India,Projection-APS,Electricity demand,Vans,BEV,2030,GWh,2500
India,Projection-APS,Electricity demand,Vans,PHEV,2030,GWh,390
India,Projection-APS,Electricity demand,Cars,BEV,2030,GWh,28000
India,Projection-APS,Electricity demand,Cars,PHEV,2030,GWh,1300
Indonesia,Historical,EV charging points,EV,Publicly available fast,2020,charging points,51
Indonesia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,50
Indonesia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,130
Indonesia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,54
Italy,Historical,EV stock share,Vans,EV,2010,percent,0.02199999988079071
Italy,Historical,EV stock share,Cars,EV,2010,percent,0.0017999999690800905
Italy,Historical,EV sales share,Vans,EV,2010,percent,0.11999999731779099
Italy,Historical,EV sales share,Cars,EV,2010,percent,0.0020000000949949026
Italy,Historical,EV sales,Vans,BEV,2010,sales,210
Italy,Historical,EV stock,Vans,BEV,2010,stock,820
Italy,Historical,EV sales,Cars,BEV,2010,sales,40
Italy,Historical,EV stock,Cars,BEV,2010,stock,650
Italy,Historical,EV stock,Cars,BEV,2011,stock,760
Italy,Historical,EV sales,Cars,BEV,2011,sales,110
Italy,Historical,EV stock,Vans,BEV,2011,stock,910
Italy,Historical,EV sales,Vans,BEV,2011,sales,84
Italy,Historical,EV sales share,Cars,EV,2011,percent,0.006500000134110451
Italy,Historical,EV sales share,Vans,EV,2011,percent,0.04899999871850014
Italy,Historical,EV stock share,Cars,EV,2011,percent,0.0020000000949949026
Italy,Historical,EV stock share,Vans,EV,2011,percent,0.027000000700354576
Italy,Historical,EV stock share,Vans,EV,2012,percent,0.03799999877810478
Italy,Historical,EV stock share,Cars,EV,2012,percent,0.0032999999821186066
Italy,Historical,EV sales share,Vans,EV,2012,percent,0.17000000178813934
Italy,Historical,EV sales share,Cars,EV,2012,percent,0.032999999821186066
Italy,Historical,EV sales,Vans,BEV,2012,sales,360
Italy,Historical,EV stock,Vans,BEV,2012,stock,1300
Italy,Historical,EV sales,Cars,BEV,2012,sales,460
Italy,Historical,EV stock,Vans,PHEV,2012,stock,3
Italy,Historical,EV stock,Cars,BEV,2012,stock,1200
Italy,Historical,EV sales,Vans,PHEV,2012,sales,3
Italy,Historical,EV charging points,EV,Publicly available fast,2012,charging points,1
Italy,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1400
Italy,Historical,EV charging points,EV,Publicly available fast,2013,charging points,6
Italy,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1400
Italy,Historical,EV sales,Vans,PHEV,2013,sales,1
Italy,Historical,EV sales,Cars,PHEV,2013,sales,180
Italy,Historical,EV stock,Cars,PHEV,2013,stock,180
Italy,Historical,EV stock,Cars,BEV,2013,stock,2000
Italy,Historical,EV stock,Vans,PHEV,2013,stock,4
Italy,Historical,EV sales,Cars,BEV,2013,sales,790
Italy,Historical,EV stock,Vans,BEV,2013,stock,1400
Italy,Historical,EV sales,Vans,BEV,2013,sales,180
Italy,Historical,EV sales share,Cars,EV,2013,percent,0.07500000298023224
Italy,Historical,EV sales share,Vans,EV,2013,percent,0.17000000178813934
Italy,Historical,EV stock share,Cars,EV,2013,percent,0.005900000222027302
Italy,Historical,EV stock share,Vans,EV,2013,percent,0.04399999976158142
Italy,Historical,EV stock share,Vans,EV,2014,percent,0.052000001072883606
Italy,Historical,EV stock share,Cars,EV,2014,percent,0.009600000455975533
Italy,Historical,EV sales share,Vans,EV,2014,percent,0.23000000417232513
Italy,Historical,EV sales share,Cars,EV,2014,percent,0.10000000149011612
Italy,Historical,EV sales,Vans,BEV,2014,sales,270
Italy,Historical,EV stock,Vans,BEV,2014,stock,1700
Italy,Historical,EV sales,Cars,BEV,2014,sales,1000
Italy,Historical,EV stock,Vans,PHEV,2014,stock,4
Italy,Historical,EV stock,Cars,PHEV,2014,stock,520
Italy,Historical,EV sales,Cars,PHEV,2014,sales,340
Italy,Historical,EV stock,Cars,BEV,2014,stock,3100
Italy,Historical,EV charging points,EV,Publicly available fast,2014,charging points,10
Italy,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1400
Italy,Historical,EV charging points,EV,Publicly available fast,2015,charging points,70
Italy,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1700
Italy,Historical,EV stock,Cars,BEV,2015,stock,4400
Italy,Historical,EV sales,Cars,PHEV,2015,sales,740
Italy,Historical,EV stock,Cars,PHEV,2015,stock,1300
Italy,Historical,EV stock,Vans,PHEV,2015,stock,4
Italy,Historical,EV sales,Cars,BEV,2015,sales,1400
Italy,Historical,EV stock,Vans,BEV,2015,stock,2100
Italy,Historical,EV sales,Vans,BEV,2015,sales,420
Italy,Historical,EV sales share,Cars,EV,2015,percent,0.14000000059604645
Italy,Historical,EV sales share,Vans,EV,2015,percent,0.3199999928474426
Italy,Historical,EV stock share,Cars,EV,2015,percent,0.014999999664723873
Italy,Historical,EV stock share,Vans,EV,2015,percent,0.06400000303983688
Italy,Historical,EV stock share,Vans,EV,2016,percent,0.0860000029206276
Italy,Historical,EV stock share,Cars,EV,2016,percent,0.023000000044703484
Italy,Historical,EV sales share,Vans,EV,2016,percent,0.38999998569488525
Italy,Historical,EV sales share,Trucks,EV,2016,percent,0.004699999932199717
Italy,Historical,EV sales share,Cars,EV,2016,percent,0.15000000596046448
Italy,Historical,EV sales share,Buses,EV,2016,percent,1.399999976158142
Italy,Historical,EV stock share,Buses,EV,2016,percent,0.03799999877810478
Italy,Historical,EV sales,Vans,BEV,2016,sales,780
Italy,Historical,EV stock,Vans,BEV,2016,stock,2900
Italy,Historical,EV sales,Buses,BEV,2016,sales,38
Italy,Historical,EV stock,Buses,BEV,2016,stock,38
Italy,Historical,EV sales,Trucks,BEV,2016,sales,1
Italy,Historical,EV sales,Cars,BEV,2016,sales,1400
Italy,Historical,EV stock,Vans,PHEV,2016,stock,4
Italy,Historical,EV stock,Cars,PHEV,2016,stock,2700
Italy,Historical,EV sales,Cars,PHEV,2016,sales,1400
Italy,Historical,EV stock,Cars,BEV,2016,stock,5800
Italy,Historical,EV charging points,EV,Publicly available fast,2016,charging points,170
Italy,Historical,EV charging points,EV,Publicly available slow,2016,charging points,2300
Italy,Historical,EV charging points,EV,Publicly available fast,2017,charging points,390
Italy,Historical,EV charging points,EV,Publicly available slow,2017,charging points,2400
Italy,Historical,EV stock,Cars,BEV,2017,stock,7800
Italy,Historical,EV sales,Cars,PHEV,2017,sales,2900
Italy,Historical,EV stock,Cars,PHEV,2017,stock,5600
Italy,Historical,EV sales,Vans,PHEV,2017,sales,2
Italy,Historical,EV stock,Vans,PHEV,2017,stock,6
Italy,Historical,EV sales,Cars,BEV,2017,sales,2000
Italy,Historical,EV sales,Trucks,BEV,2017,sales,7
Italy,Historical,EV stock,Buses,BEV,2017,stock,46
Italy,Historical,EV sales,Buses,BEV,2017,sales,29
Italy,Historical,EV stock,Vans,BEV,2017,stock,3200
Italy,Historical,EV sales,Vans,BEV,2017,sales,520
Italy,Historical,EV stock share,Buses,EV,2017,percent,0.04600000008940697
Italy,Historical,EV sales share,Buses,EV,2017,percent,0.8999999761581421
Italy,Historical,EV sales share,Cars,EV,2017,percent,0.25
Italy,Historical,EV sales share,Trucks,EV,2017,percent,0.029999999329447746
Italy,Historical,EV sales share,Vans,EV,2017,percent,0.27000001072883606
Italy,Historical,EV stock share,Cars,EV,2017,percent,0.03500000014901161
Italy,Historical,EV stock share,Vans,EV,2017,percent,0.09399999678134918
Italy,Historical,EV stock share,Vans,EV,2018,percent,0.10999999940395355
Italy,Historical,EV stock share,Cars,EV,2018,percent,0.05900000035762787
Italy,Historical,EV sales share,Vans,EV,2018,percent,0.3400000035762787
Italy,Historical,EV sales share,Cars,EV,2018,percent,0.5099999904632568
Italy,Historical,EV sales share,Buses,EV,2018,percent,1.399999976158142
Italy,Historical,EV stock share,Buses,EV,2018,percent,0.10999999940395355
Italy,Historical,EV sales,Vans,BEV,2018,sales,610
Italy,Historical,EV stock,Vans,BEV,2018,stock,3900
Italy,Historical,EV sales,Buses,BEV,2018,sales,60
Italy,Historical,EV stock,Buses,BEV,2018,stock,110
Italy,Historical,EV sales,Cars,BEV,2018,sales,5000
Italy,Historical,EV stock,Vans,PHEV,2018,stock,6
Italy,Historical,EV stock,Cars,PHEV,2018,stock,10000
Italy,Historical,EV sales,Cars,PHEV,2018,sales,4800
Italy,Historical,EV stock,Cars,BEV,2018,stock,13000
Italy,Historical,EV charging points,EV,Publicly available fast,2018,charging points,570
Italy,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2900
Italy,Historical,EV charging points,EV,Publicly available fast,2019,charging points,860
Italy,Historical,EV charging points,EV,Publicly available slow,2019,charging points,8300
Italy,Historical,EV stock,Cars,BEV,2019,stock,23000
Italy,Historical,EV sales,Cars,PHEV,2019,sales,6500
Italy,Historical,EV stock,Cars,PHEV,2019,stock,17000
Italy,Historical,EV stock,Trucks,BEV,2019,stock,4
Italy,Historical,EV stock,Vans,PHEV,2019,stock,6
Italy,Historical,EV sales,Cars,BEV,2019,sales,11000
Italy,Historical,EV stock,Buses,BEV,2019,stock,540
Italy,Historical,EV sales,Trucks,BEV,2019,sales,4
Italy,Historical,EV sales,Buses,BEV,2019,sales,65
Italy,Historical,EV stock,Vans,BEV,2019,stock,4900
Italy,Historical,EV sales,Vans,BEV,2019,sales,1000
Italy,Historical,EV stock share,Buses,EV,2019,percent,0.5299999713897705
Italy,Historical,EV sales share,Buses,EV,2019,percent,1.5
Italy,Historical,EV sales share,Cars,EV,2019,percent,0.8899999856948853
Italy,Historical,EV sales share,Vans,EV,2019,percent,0.5400000214576721
Italy,Historical,EV sales share,Trucks,EV,2019,percent,0.019999999552965164
Italy,Historical,EV stock share,Trucks,EV,2019,percent,0.0005000000237487257
Italy,Historical,EV stock share,Cars,EV,2019,percent,0.10000000149011612
Italy,Historical,EV stock share,Vans,EV,2019,percent,0.14000000059604645
Italy,Historical,EV stock share,Vans,EV,2020,percent,0.18000000715255737
Italy,Historical,EV stock share,Cars,EV,2020,percent,0.25999999046325684
Italy,Historical,EV stock share,Trucks,EV,2020,percent,0.004600000102072954
Italy,Historical,EV sales share,Trucks,EV,2020,percent,0.054999999701976776
Italy,Historical,EV sales share,Vans,EV,2020,percent,0.7099999785423279
Italy,Historical,EV sales share,Cars,EV,2020,percent,4.300000190734863
Italy,Historical,EV sales share,Buses,EV,2020,percent,1.5
Italy,Historical,EV stock share,Buses,EV,2020,percent,0.5799999833106995
Italy,Historical,EV sales,Vans,BEV,2020,sales,1100
Italy,Historical,EV stock,Vans,BEV,2020,stock,6300
Italy,Historical,EV sales,Buses,BEV,2020,sales,49
Italy,Historical,EV sales,Trucks,BEV,2020,sales,11
Italy,Historical,EV stock,Buses,BEV,2020,stock,590
Italy,Historical,EV sales,Cars,BEV,2020,sales,32000
Italy,Historical,EV stock,Vans,PHEV,2020,stock,98
Italy,Historical,EV stock,Trucks,BEV,2020,stock,39
Italy,Historical,EV sales,Vans,PHEV,2020,sales,53
Italy,Historical,EV stock,Cars,PHEV,2020,stock,44000
Italy,Historical,EV sales,Cars,PHEV,2020,sales,27000
Italy,Historical,EV stock,Cars,BEV,2020,stock,55000
Italy,Historical,EV charging points,EV,Publicly available fast,2020,charging points,1200
Italy,Historical,EV charging points,EV,Publicly available slow,2020,charging points,12000
Italy,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2200
Italy,Historical,EV charging points,EV,Publicly available slow,2021,charging points,20000
Italy,Historical,EV stock,Cars,BEV,2021,stock,120000
Italy,Historical,EV sales,Cars,PHEV,2021,sales,71000
Italy,Historical,EV stock,Cars,PHEV,2021,stock,110000
Italy,Historical,EV sales,Vans,PHEV,2021,sales,380
Italy,Historical,EV stock,Trucks,BEV,2021,stock,47
Italy,Historical,EV stock,Vans,PHEV,2021,stock,490
Italy,Historical,EV sales,Cars,BEV,2021,sales,67000
Italy,Historical,EV stock,Buses,BEV,2021,stock,670
Italy,Historical,EV sales,Trucks,BEV,2021,sales,8
Italy,Historical,EV sales,Buses,BEV,2021,sales,84
Italy,Historical,EV stock,Vans,BEV,2021,stock,9400
Italy,Historical,EV sales,Vans,BEV,2021,sales,3100
Italy,Historical,EV stock share,Buses,EV,2021,percent,0.6600000262260437
Italy,Historical,EV sales share,Buses,EV,2021,percent,2.4000000953674316
Italy,Historical,EV sales share,Vans,EV,2021,percent,1.899999976158142
Italy,Historical,EV sales share,Trucks,EV,2021,percent,0.03200000151991844
Italy,Historical,EV stock share,Trucks,EV,2021,percent,0.005499999970197678
Italy,Historical,EV stock share,Cars,EV,2021,percent,0.6200000047683716
Italy,Historical,EV stock share,Vans,EV,2021,percent,0.2800000011920929
Italy,Historical,EV sales share,Cars,EV,2021,percent,9.5
Japan,Historical,EV sales,Cars,BEV,2010,sales,2400
Japan,Historical,EV stock,Cars,BEV,2010,stock,3500
Japan,Historical,EV sales share,Cars,EV,2010,percent,0.054999999701976776
Japan,Historical,EV stock share,Cars,EV,2010,percent,0.005200000014156103
Japan,Historical,EV charging points,EV,Publicly available fast,2010,charging points,310
Japan,Historical,EV charging points,EV,Publicly available fast,2011,charging points,800
Japan,Historical,EV stock share,Cars,EV,2011,percent,0.024000000208616257
Japan,Historical,EV sales share,Cars,EV,2011,percent,0.33000001311302185
Japan,Historical,EV stock share,Buses,EV,2011,percent,0.0009200000204145908
Japan,Historical,EV sales share,Vans,EV,2011,percent,0.15000000596046448
Japan,Historical,EV stock share,Vans,EV,2011,percent,0.00559999980032444
Japan,Historical,EV sales,Cars,BEV,2011,sales,13000
Japan,Historical,EV stock,Vans,BEV,2011,stock,850
Japan,Historical,EV sales,Buses,BEV,2011,sales,2
Japan,Historical,EV stock,Buses,BEV,2011,stock,2
Japan,Historical,EV sales,Vans,BEV,2011,sales,850
Japan,Historical,EV sales share,Buses,EV,2011,percent,0.01899999938905239
Japan,Historical,EV stock,Cars,BEV,2011,stock,16000
Japan,Historical,EV stock,Cars,PHEV,2011,stock,15
Japan,Historical,EV sales,Cars,PHEV,2011,sales,15
Japan,Historical,EV sales,Cars,PHEV,2012,sales,11000
Japan,Historical,EV stock,Cars,PHEV,2012,stock,11000
Japan,Historical,EV stock,Cars,BEV,2012,stock,30000
Japan,Historical,EV sales share,Buses,EV,2012,percent,0.032999999821186066
Japan,Historical,EV sales,Vans,BEV,2012,sales,2500
Japan,Historical,EV stock,Buses,BEV,2012,stock,6
Japan,Historical,EV sales,Buses,BEV,2012,sales,4
Japan,Historical,EV stock,Vans,BEV,2012,stock,3300
Japan,Historical,EV sales,Cars,BEV,2012,sales,13000
Japan,Historical,EV stock share,Vans,EV,2012,percent,0.024000000208616257
Japan,Historical,EV sales share,Vans,EV,2012,percent,0.3799999952316284
Japan,Historical,EV stock share,Buses,EV,2012,percent,0.00279999990016222
Japan,Historical,EV sales share,Cars,EV,2012,percent,0.5299999713897705
Japan,Historical,EV stock share,Cars,EV,2012,percent,0.061000000685453415
Japan,Historical,EV charging points,EV,Publicly available fast,2012,charging points,1400
Japan,Historical,EV charging points,EV,Publicly available fast,2013,charging points,1800
Japan,Historical,EV stock share,Cars,EV,2013,percent,0.10000000149011612
Japan,Historical,EV sales share,Cars,EV,2013,percent,0.6399999856948853
Japan,Historical,EV stock share,Buses,EV,2013,percent,0.006200000178068876
Japan,Historical,EV sales share,Vans,EV,2013,percent,0.3100000023841858
Japan,Historical,EV stock share,Vans,EV,2013,percent,0.0430000014603138
Japan,Historical,EV sales,Cars,BEV,2013,sales,15000
Japan,Historical,EV stock,Vans,BEV,2013,stock,5400
Japan,Historical,EV sales,Buses,BEV,2013,sales,7
Japan,Historical,EV stock,Buses,BEV,2013,stock,13
Japan,Historical,EV sales,Vans,BEV,2013,sales,2100
Japan,Historical,EV sales share,Buses,EV,2013,percent,0.06199999898672104
Japan,Historical,EV stock,Cars,BEV,2013,stock,44000
Japan,Historical,EV stock,Cars,PHEV,2013,stock,25000
Japan,Historical,EV sales,Cars,PHEV,2013,sales,14000
Japan,Historical,EV sales,Cars,PHEV,2014,sales,16000
Japan,Historical,EV stock,Cars,PHEV,2014,stock,41000
Japan,Historical,EV stock,Cars,BEV,2014,stock,70000
Japan,Historical,EV sales share,Buses,EV,2014,percent,0.05000000074505806
Japan,Historical,EV sales,Vans,BEV,2014,sales,1000
Japan,Historical,EV stock,Buses,BEV,2014,stock,19
Japan,Historical,EV sales,Buses,BEV,2014,sales,6
Japan,Historical,EV stock,Vans,BEV,2014,stock,6400
Japan,Historical,EV sales,Cars,BEV,2014,sales,16000
Japan,Historical,EV stock share,Vans,EV,2014,percent,0.054999999701976776
Japan,Historical,EV sales share,Vans,EV,2014,percent,0.15000000596046448
Japan,Historical,EV stock share,Buses,EV,2014,percent,0.00930000003427267
Japan,Historical,EV sales share,Cars,EV,2014,percent,0.6700000166893005
Japan,Historical,EV stock share,Cars,EV,2014,percent,0.17000000178813934
Japan,Historical,EV charging points,EV,Publicly available fast,2014,charging points,2900
Japan,Historical,EV charging points,EV,Publicly available slow,2014,charging points,8600
Japan,Historical,EV charging points,EV,Publicly available fast,2015,charging points,6000
Japan,Historical,EV charging points,EV,Publicly available slow,2015,charging points,16000
Japan,Historical,EV stock share,Cars,EV,2015,percent,0.20000000298023224
Japan,Historical,EV sales share,Cars,EV,2015,percent,0.5600000023841858
Japan,Historical,EV stock share,Buses,EV,2015,percent,0.009999999776482582
Japan,Historical,EV sales share,Vans,EV,2015,percent,0.10999999940395355
Japan,Historical,EV stock share,Vans,EV,2015,percent,0.06499999761581421
Japan,Historical,EV sales,Cars,BEV,2015,sales,10000
Japan,Historical,EV stock,Vans,BEV,2015,stock,7300
Japan,Historical,EV sales,Buses,BEV,2015,sales,2
Japan,Historical,EV stock,Buses,BEV,2015,stock,21
Japan,Historical,EV sales,Vans,BEV,2015,sales,830
Japan,Historical,EV sales share,Buses,EV,2015,percent,0.014999999664723873
Japan,Historical,EV stock,Cars,BEV,2015,stock,79000
Japan,Historical,EV stock,Cars,PHEV,2015,stock,55000
Japan,Historical,EV sales,Cars,PHEV,2015,sales,14000
Japan,Historical,EV sales,Cars,PHEV,2016,sales,9400
Japan,Historical,EV stock,Cars,PHEV,2016,stock,65000
Japan,Historical,EV stock,Cars,BEV,2016,stock,88000
Japan,Historical,EV sales share,Buses,EV,2016,percent,0.052000001072883606
Japan,Historical,EV sales,Vans,BEV,2016,sales,320
Japan,Historical,EV stock,Buses,BEV,2016,stock,29
Japan,Historical,EV sales,Buses,BEV,2016,sales,8
Japan,Historical,EV stock,Vans,BEV,2016,stock,7600
Japan,Historical,EV sales,Cars,BEV,2016,sales,15000
Japan,Historical,EV stock share,Vans,EV,2016,percent,0.07199999690055847
Japan,Historical,EV sales share,Vans,EV,2016,percent,0.04600000008940697
Japan,Historical,EV stock share,Buses,EV,2016,percent,0.014999999664723873
Japan,Historical,EV sales share,Cars,EV,2016,percent,0.5799999833106995
Japan,Historical,EV stock share,Cars,EV,2016,percent,0.23000000417232513
Japan,Historical,EV charging points,EV,Publicly available fast,2016,charging points,7100
Japan,Historical,EV charging points,EV,Publicly available slow,2016,charging points,17000
Japan,Historical,EV charging points,EV,Publicly available fast,2017,charging points,7300
Japan,Historical,EV charging points,EV,Publicly available slow,2017,charging points,22000
Japan,Historical,EV stock share,Cars,EV,2017,percent,0.30000001192092896
Japan,Historical,EV sales share,Cars,EV,2017,percent,1
Japan,Historical,EV stock share,Buses,EV,2017,percent,0.014999999664723873
Japan,Historical,EV sales share,Vans,EV,2017,percent,0.05000000074505806
Japan,Historical,EV stock share,Vans,EV,2017,percent,0.07800000160932541
Japan,Historical,EV sales,Cars,BEV,2017,sales,18000
Japan,Historical,EV stock,Vans,BEV,2017,stock,7900
Japan,Historical,EV sales,Buses,BEV,2017,sales,10
Japan,Historical,EV stock,Buses,BEV,2017,stock,29
Japan,Historical,EV sales,Vans,BEV,2017,sales,320
Japan,Historical,EV sales share,Buses,EV,2017,percent,0.06400000303983688
Japan,Historical,EV stock,Cars,BEV,2017,stock,100000
Japan,Historical,EV stock,Cars,PHEV,2017,stock,100000
Japan,Historical,EV sales,Cars,PHEV,2017,sales,36000
Japan,Historical,EV sales,Cars,PHEV,2018,sales,23000
Japan,Historical,EV stock,Cars,PHEV,2018,stock,120000
Japan,Historical,EV stock,Cars,BEV,2018,stock,110000
Japan,Historical,EV sales share,Buses,EV,2018,percent,0.0729999989271164
Japan,Historical,EV sales,Vans,BEV,2018,sales,280
Japan,Historical,EV stock,Buses,BEV,2018,stock,39
Japan,Historical,EV sales,Buses,BEV,2018,sales,10
Japan,Historical,EV stock,Vans,BEV,2018,stock,8200
Japan,Historical,EV sales,Cars,BEV,2018,sales,27000
Japan,Historical,EV stock share,Vans,EV,2018,percent,0.08299999684095383
Japan,Historical,EV sales share,Vans,EV,2018,percent,0.03999999910593033
Japan,Historical,EV stock share,Buses,EV,2018,percent,0.019999999552965164
Japan,Historical,EV sales share,Cars,EV,2018,percent,0.9399999976158142
Japan,Historical,EV stock share,Cars,EV,2018,percent,0.36000001430511475
Japan,Historical,EV charging points,EV,Publicly available fast,2018,charging points,7700
Japan,Historical,EV charging points,EV,Publicly available slow,2018,charging points,22000
Japan,Historical,EV charging points,EV,Publicly available fast,2019,charging points,7900
Japan,Historical,EV charging points,EV,Publicly available slow,2019,charging points,23000
